split	genre	dataset	year	sid	score	sentence1	sentence2
train	main-captions	images	2014	0062	2.2	Kanepede oturan iki erkeğin karşısında yatan bir kadın.	Mavi kanepede otururken kameraya gülümseyen bir adam ve iki kadın.
train	main-captions	images	2014	0063	3.4	büyük bir kolye olan bir kadın.	Siyah bir bluz ve bir kolye olan genç bir kadın.
train	main-captions	images	2014	0064	1.8	Kahverengi inek bir alanda duran boynuzlu.	Kahverengi at çimenli alanın ortasında duruyor.
train	main-captions	images	2014	0065	4.4	Kıyı şeridine demirleyen bir yolcu gemisi.	Kıyıya yanaşan bir yolcu gemisi.
train	main-captions	images	2014	0066	2.4	Siyah ve beyaz kedi çalı altında yalan.	Sarı gözlü siyah beyaz kedi pislikte uzanıyor.
train	main-captions	images	2014	0067	3.6	Yolun kenarındaki çimenlerde duran kahverengi ve beyaz inek.	Arkasında ağaçlar olan çimenli bir alanda duran kahverengi ve beyaz bir inek.
train	main-captions	images	2014	0068	0.8	Çimlerin üzerinde dururken kameraya bakan küçük bir köpek.	Bir mutfakta dururken kameraya gülümseyen bir kadın ve erkek.
train	main-captions	images	2014	0069	0.6	Sol kulağında kameraya bakan sarı bir etiket olan bronz bir buzağı.	Ön planda gözlüklü ve iki plastik şişeli bir adam.
train	main-captions	images	2014	0070	0	Bir ucunda çantalı kanepenin siyah beyaz fotoğrafı.	bir ağacın altında bir ineğin siyah beyaz fotoğrafı.
train	main-captions	images	2014	0074	2.4	Suda yüzen teknede iki adam.	Su üzerinde yüzen büyük yeşil tekne.l.
train	main-captions	images	2014	0075	3.6	Bu, bir Chevrolet spor arabasının arkadan görünümüdür.	Kırmızı bir Chevrolet konsept otomobilin arkadan görünümü.
train	main-captions	images	2014	0076	3.2	Kask takan bir kişi beyaz bir yapının yanında bisiklete biniyor.	Bisiklet kaskı takan bir kişi ağaçların arasından geçen bir yolda bisiklete biniyor.
train	main-captions	images	2014	0077	0.2	Eski bir tren istasyonunun siyah beyaz fotoğrafı.	Yerde yatan bir motosikletin siyah beyaz fotoğrafı.
train	main-captions	images	2014	0078	2.4	Gri ve beyaz bir tekir kedi mor kumaş üzerinde uyuyor.	Kahverengi bir muşamba üzerinde uyuyan siyah beyaz kedi.
train	main-captions	images	2014	0080	4	Küçük bir bebeği tutan bir kadın.	Küçük bir bebek tutan gülümseyen kadın.
train	main-captions	images	2014	0081	4.6	Grup çimenli alanda otlayan atlar.	Bir tarlada otlayan bir grup at.
train	main-captions	images	2014	0082	3.4	Üç adam, üzerinde içki olan bir masada oturuyor.	Bira ve yemek ile masada oturan üç adam.
train	main-captions	images	2014	0083	0.4	İki kişi bir çim sahada beyaz ayakta giyinmiş.	Bir kişi bir otoyolun yakınında bir üst geçidin altında duruyor.
train	main-captions	images	2014	0085	0.6	Kanepede uyuyan turuncu bir tekir kedi.	Bir adam yatağının dibinde TV izliyor.
train	main-captions	images	2014	0086	3.8	Bir dalda iki kartal tünemiş.	Bir dalda iki kel kartal tünemiş.
train	main-captions	images	2014	0087	3.8	Bir torba kedi kumu üzerinde bırakan çizgili bir kedi.	Yerli kedi kedi kumu arkasında döşeme.
train	main-captions	images	2014	0089	2.4	Oturma odasında kameraya poz veren bir adam ve küçük bir çocuk.	Bir erkek ve kadın kamera için poz veriyor.
train	main-captions	images	2014	0090	3	Bir masa üzerinde üç bilgisayar monitörü ve diğer ekipmanların bulunduğu bir ev ofisi.	Birkaç bilgisayar monitörü bulunan oda.
train	main-captions	images	2014	0091	3.8	Karda beş kuş duruyor.	Karda birkaç kardinal duruyor.
train	main-captions	images	2014	0093	2.6	Alçak dağların bulunduğu park edilmiş siyah bir araç.	Kırsal arazide siyah bir araba park etmiş.
train	main-captions	images	2014	0094	2.2	Karda bir yolcu treni.	Bir istasyonda bekleyen bir yolcu treni.
train	main-captions	images	2014	0095	5	Kara kuş yerde oturuyor.	Yerde oturan bir karatavuk.
train	main-captions	images	2014	0096	2	Siyah beyaz boğa kameraya bakıyor.	Siyah beyaz bir köpek kameraya bakıyor.
train	main-captions	images	2014	0098	3.8	Beyaz ve gri bir ata binen genç bir kız.	Gri ve beyaz bir atın üstüne binme dişli genç bir sarışın kız oturur.
train	main-captions	images	2014	0099	0.8	Beyaz koyunun yanında siyah beyaz bir koyun yürüyor.	Kulağında künye bulunan küçük siyah beyaz dana.
train	main-captions	images	2014	0100	0	Arka planda yemek masası bulunan bir oturma odası.	Arka planda plaj ile bir tahta üzerinde tekerlekli bir çocuk yapıyor.
train	main-captions	images	2014	0101	2.2	Yemek odası masası öğleden sonra güneşi alıyor.	Oyun arkadaşları ile ahşap yemek masası seti ile yemek odası.
train	main-captions	images	2014	0102	3.6	Grafitinin önündeki kaldırıma park etmiş kırmızı bir moped.	Kırmızı scooter binanın önündeki sokakta oturuyor.
train	main-captions	images	2014	0103	3.6	Martı su üzerinde yüzüyor.	Suda yüzen küçük bir kuş.
train	main-captions	images	2014	0106	0	Siyah bir köpek, bir inşaat sahasında malzemelerin yanında duruyor.	Asyalı bir yürümeye başlayan kız, mermer bir direğin üzerinde bir saksının yanında oturuyor
train	main-captions	images	2014	0107	4.4	Karda bir apartmanın önünde poz bir kadın.	Bir kadın karda bir binanın önünde duruyor.
train	main-captions	images	2014	0110	1	Yol kenarında beş inek otluyor.	Tarlada otlayan birkaç koyun.
train	main-captions	images	2014	0111	3.2	Bir dağ gölü önünde otlayan iki dağ keçisi.	Bir dağın yanında otlayan iki hayvan ve bir su kütlesi.
train	main-captions	images	2014	0112	3.2	Bir çitin arkasında siyah ve beyaz inekler.	Parçalı bulutlu mavi gökyüzü karşı metal bir kapının arkasında iki siyah beyaz inek.
train	main-captions	images	2014	0113	4	Bir istasyonda bekleyen bir yolcu treni.	Şehir tren istasyonunda bekleyen bir yolcu treni.
train	main-captions	images	2014	0114	3.4	Ormanda karla kaplı beyaz bir hayvan.	Beyaz bir köpek karla kaplı bir ormanın içinden geçiyor.
train	main-captions	images	2014	0116	0	Gökyüzüne bakan çimenlerin üzerinde oturan bir adam.	Tren karda raylara biniyor.
train	main-captions	images	2014	0117	4	Yere yerleştirilmiş siyah, düz ekran bir televizyon.	Katta bir düz ekran tv.
train	main-captions	images	2014	0118	2.4	Oturma odasına gümüş bir bisiklet park edilmiş.	Yemek odasında bir bisiklet.
train	main-captions	images	2014	0121	4.1	Tren raylarında siyah tren.	Tren raylarında bir tren.
train	main-captions	images	2014	0122	4.1	Tren raylarında siyah tren.	Tren raylarında bir tren.
train	main-captions	images	2014	0125	0	Kanepede uyuyan turuncu bir tekir kedi.	Yeşil kanepede oturan bir önlük giyen adam.
train	main-captions	images	2014	0127	2.6	Kel kartal bir ipin üzerine tünemiş.	Bir dalda iki kel kartal tünemiş.
train	main-captions	images	2014	0128	4	Kanepede bir resim için poz bir çift.	Kanepede oturan genç bir çift.
train	main-captions	images	2014	0129	0	Erkekler gitar çalıyor ve içki içiyor.	Koyun besleyen kırmızı ve mavi ceketli genç bir çocuk var.
train	main-captions	images	2014	0130	3.8	Pencereden dışarı bakarak kanepede birlikte oturan iki kedi.	İki kedi bir pencereye bakıyor.
train	main-captions	images	2014	0131	3.75	Kırmızı çift katlı otobüs.	Kırmızı çift katlı otobüs kaputu yukarı.
train	main-captions	images	2014	0132	0	Bir ağacın yanında çimenlerin üzerinde duran uzun yüzü olan bir hayvanın yakından görünümü.	Mavi bir motosikletin yanında siyah çizmeli bir kadının yakından görünümü.
train	main-captions	images	2014	0133	1.8	Çiçek desenli bir sandalyede kahverengi ve beyaz bir köpek oturuyor.	Yakası ve zili olan küçük turuncu ve beyaz bir köpek çiçek desenli bir yastığın üzerinde rahatlıyor.
train	main-captions	images	2014	0136	4.2	Bir restoran masasında oturan bir grup insan.	Üzerinde yemek olan bir masanın etrafında oturan bir grup insan.
train	main-captions	images	2014	0137	2	Kameraya bakarak bir uçurumun üzerine iki koyun.	İki koyun ayakta, kameraya bakıyor, zıt yönlere bakıyor.
train	main-captions	images	2014	0138	1.6	Boş bir tren istasyonunun siyah beyaz fotoğrafı.	uzanmış bir kedinin siyah beyaz fotoğrafı.
train	main-captions	images	2014	0139	1.2	Bir alanda bir dış cephe kaplaması üzerinde bir dizi lokomotif.	Bir alanda duran koyu kahverengi bir at.
train	main-captions	images	2014	0140	3.6	Beyaz bir Apple bilgisayar, bir yatak odasının bej halısının üzerine oturuyor.	Yerde oturan bir Apple bilgisayar.
train	main-captions	images	2014	0141	4.6	küçük bir masanın altında uyuyan bir köpek.	Masanın altında uyuyan bir köpek.
train	main-captions	images	2014	0143	3.6	Dört yelkenli bir tekne su üzerinde seyrediyor.	Su üzerinde yelken tekne.
train	main-captions	images	2014	0144	4.6	Kırmızı spor araba pistte yarış.	Pistte hızla giden kırmızı bir spor otomobil.
train	main-captions	images	2014	0146	0.8	Beton bir levha üzerinde oturan siyah kuş.	Beyaz duvarın yanında oturan küçük bir köpek.
train	main-captions	images	2014	0147	3.2	Victory Liner otobüsü kırmızı ve altın çizgili beyazdır.	Kırmızı, turuncu ve sarı çizgili beyaz bir tur otobüsü.
train	main-captions	images	2014	0148	4.4	Sokak tarafında kırmızı çift katlı otobüs.	Bir şehrin sokağında kırmızı çift katlı bir otobüs.
train	main-captions	images	2014	0149	0.4	Arka planda ağaçları olan bir grup nehir mavnaları.	Arka planda bir bisiklet ile bisiklet kaskı giyen genç bir kız.
train	main-captions	images	2014	0150	1.2	Martı su üzerinde yüzüyor.	Su üzerinde yüzen büyük yolcu gemisi.
train	main-captions	images	2014	0151	3	Bir arabanın yanına park edilmiş bir motosiklet.	İki arabanın arasına park etmiş bir BMW motosiklet.
train	main-captions	images	2014	0153	4	Gri kedi pencereden dışarı bakıyor.	Pencereden bakan bir kedi.
train	main-captions	images	2014	0154	4.2	bir ağacın altında bir ineğin siyah beyaz fotoğrafı.	Bir alandaki bir ağacın altında yürüyen bir ineğin siyah beyaz fotoğrafı.
train	main-captions	images	2014	0155	2.8	Bir pencereden güneş ışığında saksı bitkisi.	Sadece birkaç filizlenen saksı bitkisi.
train	main-captions	images	2014	0157	2.8	Dört kişi kıyıya yakın bir kayıkta kürek çekiyor.	yeşil su üzerinde bir teknede dört kişi.
train	main-captions	images	2014	0158	0	Kırmızı gömlekli bir kız kahverengi bir ata biniyor.	Sarı bir örtü ile yatakta yatan kahverengi ve beyaz bir köpek.
train	main-captions	images	2014	0161	1.4	Çamaşır odasının önünde küçük bir masa ve sandalye bulunmaktadır.	Bronz duvarlar, çamaşır makinesi ve kurutucu içeren bir oda.
train	main-captions	images	2014	0162	4	Bir istasyonda bekleyen bir Amtrak yolcu treni.	Bir istasyonda bekleyen bir yolcu treni.
train	main-captions	images	2014	0163	1.8	Havaalanında yerde büyük bir jet.	Bir yolcu jeti havada uçar.
train	main-captions	images	2014	0167	2	Midilli sürme bir kask takan genç bir kız.	Kahverengi bir ata binen kırmızı bir bluz giyen bir kız.
train	main-captions	images	2014	0169	1.4	Verandada oturan insanlar.	Acouch üzerinde oturan insanlar.
train	main-captions	images	2014	0170	1.6	Bir kalemde duran iki at.	Bir tarlada otlayan bir grup at.
train	main-captions	images	2014	0172	3.4	Kırmızı tren ve rayların üzerindeki sarı tren.	Pistte iki tren hareket ediyor.
train	main-captions	images	2014	0173	1	Bir restoranda bir masada oturan iki kişi.	Verandada bir masanın etrafında oturan bir grup insan.
train	main-captions	images	2014	0174	1.4	Bir kuzu, iki küçük hayvanın yanında duruyor.	Çocuklarının yanında duran bir koyun.
train	main-captions	images	2014	0177	2.2	Açık havada arazi motosikleti süren bir kişi.	Havada motosikleti zıplayan bir kişi.
train	main-captions	images	2014	0178	0.2	Otsu bir alanda kulak etiketleri ile ten rengi inek.	Yeşil bir tepede duran birçok koyun.
train	main-captions	images	2014	0180	4.2	Su üzerinde yelken tekne.	Mavi su üzerinde yüzen yelkenli tekne.
train	main-captions	images	2014	0185	4.2	viking şapkalı bir kadın.	Viking şapkası giyen oturan gülümseyen kadın.
train	main-captions	images	2014	0186	4.2	Park halindeki beyaz çift katlı otobüs.	Kırmızı ve beyaz çift katlı bir otobüs park halindedir.
train	main-captions	images	2014	0189	2.8	Kara yüzlü koyun tarlası.	Siyah yüzlü bir koyun.
train	main-captions	images	2014	0190	4	Metal bir bandın üzerine iki kuş tünemiş.	Metal bir çubuğa tünemiş iki küçük kuş.
train	main-captions	images	2014	0192	1.6	Mutfakta mavi masa örtüsü ile tablo.	Mutfakta ahşap dolaplar.
train	main-captions	images	2014	0195	4	Bilekliği olan genç bir kadın bikini üstü ve kot pantolon giyiyor.	Bikini üstü ve kot giyen bir kadın.
train	main-captions	images	2014	0196	4	Yeşil çim bir alanda otlayan kahverengi bir at.	Kahverengi at çimenli alanın ortasında duruyor.
train	main-captions	images	2014	0197	1.4	Folyo kaplı bir tabağın ortasında bir kap sıvı var.	Kırmızı bir masa örtüsünün ortasına bir tencere yiyecek konur.
train	main-captions	images	2014	0198	0.6	Çimenli bir alanda duran siyah beyaz bir inek.	Çimenli bir alanda duran mavi alakarga.
train	main-captions	images	2014	0199	3.2	Gökyüzünde sarı ve mavi bir uçak uçuyor.	Beyaz uçak mavi gökyüzünde uçuyor.
train	main-captions	images	2014	0201	0	Noel tutan bir sandalyede oturan bir kadın makyaj.	Tren bahçesinde rayların üzerinde oturan bir tren.
train	main-captions	images	2014	0202	0.8	Oturma odasında veya oturma odasında oturan dört Asyalı genç.	Yaşayan bir sandalyede oturan bir kız.
train	main-captions	images	2014	0203	4.6	Raylardan aşağı giden tren.	Raylarda kayan tren.
train	main-captions	images	2014	0204	0.2	Siyahlar giymiş genç bir kadın.	İki genç çocuk sandalyelere oturarak giyinmiş.
train	main-captions	images	2014	0206	3	Bir grup insan masada oturuyor.	bir masada oturan dört kişi.
train	main-captions	images	2014	0208	0	Uzaktan uçan bir uçak.	Beyaz atlı bir kadın.
train	main-captions	images	2014	0209	0.2	Arka planda ağaçları olan bir grup nehir mavnaları.	Kulaklarında sarı etiketler olan bir tarlada inek grubu.
train	main-captions	images	2014	0210	3.6	Arka planda yemek masası bulunan bir oturma odası.	Arka planda büyük kanepeler ve yemek masası bulunan bir oturma odası.
train	main-captions	images	2014	0211	4	Mavi kanepede oturan sarı çizgili kedi.	Kanepede uyuyan turuncu bir tekir kedi.
train	main-captions	images	2014	0212	0	Bir istasyona gelen bir yolcu treni.	Havada büyük bir kuş uçuyor.
train	main-captions	images	2014	0213	3.4	Arka planda ağaçları ile kırmızı bir kanoda kürek çeken iki kişi.	Arka planda ağaçlarla bir nehirden aşağı sarı kanoyla dolduran iki kişi.
train	main-captions	images	2014	0216	2.2	Siyah bir tren raylardan aşağı doğru hareket ediyor.	Siyah tren raylarda boşta.
train	main-captions	images	2014	0217	3.5	Bir mağazanın önüne park etmiş beyaz bir cip.	Bir caddeye park etmiş beyaz bir cip.
train	main-captions	images	2014	0218	0.4	Tur otobüsünün önünde duran iki kadın.	Uçağın önünde konuşan iki adam.
train	main-captions	images	2014	0221	0	Bir adam büyük siyah bir motosiklete biniyor.	Bir çocuk büyük bir siyah deri sandalyede oturuyor.
train	main-captions	images	2014	0222	0.8	Bir kitapçının önüne bir bisiklet park edilmiş.	İnsanlar bir kitapçının önünde duruyor.
train	main-captions	images	2014	0223	3.8	Gün batımında uçuş ortasında uçak.	Gün batımına yakın uçan bir uçak.
train	main-captions	images	2014	0225	3.4	Önlerinde bahçelerle iki kırmızı otobüs park etmiş.	Kırmızı otobüsler, resmi bir bahçenin yanındaki büyük beyaz bir binanın yanına park edilmiş durumda.
train	main-captions	images	2014	0226	3.4	Sarı bir papağan kafesinin kenarına yapışır.	Sarı ve turuncu bir kuş, bir kafesin kenarına tutunur.
train	main-captions	images	2014	0228	3	Küçük bir yelkenliyle yelken çift.	Küçük bir yelkenliyle yelken açan iki adam.
train	main-captions	images	2014	0229	3.6	Bir arabanın yanında oturan gümüş ve mavi bir motosiklet.	Bir arabanın yanına park edilmiş bir motosiklet.
train	main-captions	images	2014	0230	5	Kırmızı çift katlı otobüs.	Kırmızı, çift katlı bir otobüs.
train	main-captions	images	2014	0231	0.4	Arka planda büyük bina ile güzel bir günde ayakta ayak.	Arka planda bir otobüs ile bir minibüsün arkasında duran iki polis memuru.
train	main-captions	images	2014	0232	1.6	Küçük beyaz bir köpek, tahta bir güvertede uzanırken bir dal üzerinde çiğniyor.	Beyaz köpek masanın altındaki ahşap zeminde yatıyor.
train	main-captions	images	2014	0233	4.4	Gümüş trenin önünde duran adam.	Gümüş raylı arabanın önünde duran adam.
train	main-captions	images	2014	0234	5	Dili dışarı sarkan koyunun yakından görünümü.	Dilini dışarı sarkan bir koyun görüntüsünü kapatın.
train	main-captions	images	2014	0235	4.2	Bir alanda duran siyah beyaz boynuzlu inek.	alanında duran siyah beyaz bir inek.
train	main-captions	images	2014	0238	4	Bir arenada beyaz bir ata binen bir adam.	Beyaz bir ata binen bir adam.
train	main-captions	images	2014	0241	2.2	Bir tarlanın yakınındaki raylarda oturan bir tren.	Raylardan aşağı giden bir tren.
train	main-captions	images	2014	0242	0.4	Kameraya gülümseyen bir yemek masasında oturan bir kadın ve küçük bir çocuk.	Kameraya bakarak tahta bir kirişin üzerinde yatan küçük bir kedi.
train	main-captions	images	2014	0243	0.4	Bir buda heykeli, tahta bir masa koşucusu ile bir masanın üzerine oturuyor.	Ahşap bir çit direğinin üstünde duran bir kuş.
train	main-captions	images	2014	0245	0	Bir bahçenin önünde giden iki kırmızı otobüs.	Bir istasyona çeken tren.
train	main-captions	images	2014	0246	3.8	Bir karla kaplı alanda otlayan inekler.	Karla kaplı bir alanda otlayan beş inek.
train	main-captions	images	2014	0247	1.8	Beyaz bir ata binen bir adam.	Kahverengi bir ata binen bir kadın.
