genre	dataset	year	sid	score	sentence1	sentence2
main-captions	images	2015	1498	1.00	Minnie fare kıyafeti giymiş genç bir kız ve kaldırımda yürüyen yaşlı bir kadın.	sokaklarda yürüyen bir gazete tutan beyaz takım giyen bir adam.
main-forum	deft-forum	2014	0000	3	Gerçek sağlık uzmanlarından bazı tanıklıklara ne dersiniz?	Ayrıca, orada "gerçek" sağlık uzmanlarının ifadelerinin olmadığını kim söyleyebilir?
main-forum	deft-forum	2014	0001	0.8	"Sonra kaptan gitmişti.	Sonra kaptan geri geldi.
main-forum	deft-forum	2014	0002	3.8	Sorun bundan daha basit.	Sorun basit.
main-forum	deft-forum	2014	0003	1	NEGATİF KEŞİF GEREKLİLİKLERİ.	PASİFİK GEREKSİNİMLERİ.
main-forum	deft-forum	2014	0004	0.4	Öyleyse, şimdilik size şu soruyu soruyorum: "Marx nerede?"	Size şu soruyu sormaya devam ediyorum: "Sığır eti nerede"?
main-forum	deft-forum	2014	0005	4.6	git şekil Benden olumsuz bir kanıtlamamı mı istiyorsun?	Negatifi kanıtlamamı mı istiyorsun?
main-forum	deft-forum	2014	0006	5	TIBBİ kullanımda sorun yok!	TIBBİ KULLANIMDA TAMAM !!
main-forum	deft-forum	2014	0007	2	İhtiyacınız olan her şeyin fiyatları enflasyon nedeniyle yükseldi.	IE varlıklarına sahip olduğunuz her şeyin fiyatları düştü.
main-forum	deft-forum	2014	0008	5	Ortadoğu'da savaş.	Orta doğuda bir SAVAŞ.
main-forum	deft-forum	2014	0009	0.6	Başlangıçta Viyana tarafından gönderildi Nasıl otoriterdi?	Başlangıçta zaf tarafından gönderildi Ben pes ediyorum.
main-forum	deft-forum	2014	0010	1	% Beyaz ve% siyah olan bir yer hayal edin.	% Erkek ve% kadın olan bir yer hayal edin.
main-forum	deft-forum	2014	0011	5	Adil yargılanma şansı yok.	adil yargılanma şansı yok.
main-forum	deft-forum	2014	0012	3.6	Nirvana unutulmaktan çok farklıdır.	Nirvana unutulma DEĞİLDİR.
main-forum	deft-forum	2014	0013	4	Britanya'da biz Amerikalılardan farklı düşünüyoruz.	Başlangıçta zaf tarafından gönderildi Biz Britanya'da Amerikalılardan farklı düşünüyoruz.
main-forum	deft-forum	2014	0014	3.1	Cevabınız evet ve hayır ise muhtemelen doğrusunuz.	Cevabınız hayır ama evet ise, muhtemelen dürüstsünüz.
main-forum	deft-forum	2014	0015	2.2	Bütün dünya bir araya geldiğinde milyar insana yetecek kadar yiyecek üretiyor.	Şimdi kim sadece milyara yetecek kadar üretiyor?
main-forum	deft-forum	2014	0016	3.2	BTW o zaman için uygun ertelemeleri vardı.	Zaman için uygun ertelemeler, ha?
main-forum	deft-forum	2014	0017	4.4	Hey, Mavi Gözlü, Londra'da işler nasıl?	** Smooches Koştu ** Hey, Blue-Eyes, Londra'da işler nasıl?
main-forum	deft-forum	2014	0018	2.2	ama haber yayınlarında ona beyaz dediklerini gördüm.	ama ona beyaz demeselerdi daha az "etkisi" olacak gibi görünüyor.
main-forum	deft-forum	2014	0019	2.4	Kız arkadaşı ve Zimmerman'a göre yaptı.	Zimmerman'a göre yaptı.
main-forum	deft-forum	2014	0020	2.8	Ailem bana bunun senin için kötü olduğunu söyledi.	Öğretmenlerim bunun senin için kötü olduğunu söylediler.
main-forum	deft-forum	2014	0021	4.6	.Nazi, NSWP için kullanılan bir argo terimdir.	Aslen Odins eye tarafından gönderildi. Nazi, NSWP için kullanılan bir argo terimdir.
main-forum	deft-forum	2014	0022	1	Ölüm cezasına karşı çıkıyorum.	Bu yüzden idam cezasını destekliyorum.
main-forum	deft-forum	2014	0023	2.2	Her neyse, şimdi öylesin.	Her neyse, artık farkındasın.
main-forum	deft-forum	2014	0024	2.2	Yiyebileceğim, giyebileceğim, yaşayabileceğim hiçbir şey üretmiyorlar.	"Yemek yiyemeyeceğiniz, giyemeyeceğiniz veya yaşayamayacağınız" her şeyi düşünün.
main-forum	deft-forum	2014	0025	3.8	DICKSHOT Matt Holliday'in sahibi.	Matt Holliday'in sahibi, millet.
main-forum	deft-forum	2014	0026	2.8	İnsanlar kanunları istismar etti.	İnsanlar kanunları esnetti.
main-forum	deft-forum	2014	0027	2.2	Komik, biraz matematik için aynı şeyi düşündüm.	Ve burada kendime biraz matematik bildiğimi düşündüm.
main-forum	deft-forum	2014	0028	2.6	Yıllarca "Neener Neener" haklarım var, marul da kullanıyorum.	Yıllarca "Neener Neener" haklarım var Merhaba Wiggies!
main-forum	deft-forum	2014	0029	3	Her şeyin önüne "Yahudilerden nefret ediyorsunuz" ifadesini kullanmıyorum.	Yahudilerden nefret ettiğiniz her şeyin önüne veya son ekine son eklemeyi bırakmalısınız.
main-forum	deft-forum	2014	0030	4.8	Wood, ona ağaçlık mı istiyorsun diye sordum.	Wood en azından bir üçlü söz konusu olup olmadığını sordum.
main-forum	deft-forum	2014	0031	1.4	Hala mantıklı değil.	Mantıklı olmayan sensin.
main-forum	deft-forum	2014	0032	1.2	Daha pahalı evler.	Daha pahalı arabalar.
main-forum	deft-forum	2014	0033	0.8	Martin, "Neden beni takip ediyorsun?" Dedi.	Zimmerman cevap verdi, "Burada ne yapıyorsun?"
main-forum	deft-forum	2014	0034	2	TAFB VE SAB'DEN UYDU YOĞUNLUK TAHMİNLERİ YALNIZCA T. /	TAFB VE SAB'DEN ÖZNEL DVORAK YOĞUNLUK TAHMİNLERİ KT'YE ÇIKTI.
main-forum	deft-forum	2014	0035	1.2	"Periler yok" - güzel.	"Satirler yoktur" - güzel.
main-forum	deft-forum	2014	0036	2.8	Neyi merak ettiğimi bilmek ister misin?	Merak ettiğim şey bu.
main-forum	deft-forum	2014	0037	2.6	Eşcinsel cinselliği ne zaman gelişimsel bir bozuklukla karşılaştırdım?	Homo fobiyi gelişimsel bir bozuklukla karşılaştırdım.
main-forum	deft-forum	2014	0038	2.6	Muhafazakârlara sorarsanız, sayılar sağa doğru eğilir.	Aşamalı diye sorsaydınız, sayılar sola doğru eğilirdi.
main-forum	deft-forum	2014	0039	0.8	O bir gönderiden önce PFA'dan bahsetmedin.	Kısıtlama emrinden de bahsetmedim.
main-forum	deft-forum	2014	0040	2.4	Nat King Cole'dan Ramblin 'Rose Hepimiz birçok harikayla dolu gemileriz.	Kaplanın Gözü Hepimiz birçok harikayla dolu gemileriz.
main-forum	deft-forum	2014	0041	3	önceki yıldan.	önceki yıldan beri ısındı.
main-forum	deft-forum	2014	0042	1	Hala bu diziyi seviyorum.	Kutsal kaka, bu gösteri.
main-forum	deft-forum	2014	0043	3.2	geniş özellikleri devlet tarafından korunmaktadır.	onların büyük servetleri hükümet tarafından korunmaktadır.
main-forum	deft-forum	2014	0044	4.6	Temel farklılık, lütfen?	Temel fark?
main-forum	deft-forum	2014	0045	1.4	Almanya, WW'nin aptallığı yüzünden tam olarak nasıl 'cezalandırılıyor'?	Tam olarak nasıl cezalandırılıyorlar?
main-forum	deft-forum	2014	0046	3	Z onu takip etti, sonra vurdu.	Zimmerman'a "Onu takip edip vurduk" dediniz.
main-forum	deft-forum	2014	0047	5	Öfkelenmedim, hayal kırıklığına uğradım.	Tanrı korusun öfkeli değilim, hayal kırıklığına uğradım.
main-forum	deft-forum	2014	0048	0.8	İlk etapta bundan asla kurtulamadık!	İlk etapta para nereden geliyor?
main-forum	deft-forum	2014	0049	2.11111111111111	İfade özgürlüğünün sonuçları vardır!	İfade özgürlüğünün sonuçları varsa, o zaman özgür değildir.
main-forum	deft-forum	2014	0050	2.8	Ailem bana bunun senin için kötü olduğunu söyledi.	Öğretmenlerim bunun senin için kötü olduğunu söylediler.
main-forum	deft-forum	2014	0051	2	dördünü kurtarmak için bir kişiyi öldürebilseydin, değil mi?	Kurtarmak için birini öldüreceğim konusunda hiçbir fikrim yok.
main-forum	deft-forum	2014	0052	1.1	Ahlakı empoze etmiyor.	Bir kanun koyuyor.
main-forum	deft-forum	2014	0053	5	Uç noktayı nasıl tanımladığına bağlı.	"Aşırı" yı nasıl tanımladığınıza bağlı.
main-forum	deft-forum	2014	0054	1.2	En azından Meksika'nın Kaliforniya'da bir varlığı vardı.	Meksika, Kaliforniya'ya SIFIR hak iddia ediyor.
main-forum	deft-forum	2014	0055	3	Yani EVET, Hristiyanlık hakkında bilgi edinmek için İncil'i OKUYORUZ.	Şahsen, Hıristiyanlık hakkında bilgi edinmek için İncil'i okurdum.
main-forum	deft-forum	2014	0056	4.5	Ah ha, ha, ha, ha, ha!	Ha, ha, ha, ha, ha, ha!
main-forum	deft-forum	2014	0057	3.4	Ve bu yüzden bana bağırıyorsun ve sorularıma cevap vermeyi reddediyorsun?	Hala sorularıma cevap vermeyi reddediyor musunuz?
main-forum	deft-forum	2014	0058	3.8	Çok fazla düzenlemeniz var, çok az değil.	Serbest piyasalara çok az müdahale etmek zorundasınız.
main-forum	deft-forum	2014	0059	4	The Human Element Yıl sonunda Lance Berkman ile anlaşabilirsin sanırım?	Sanırım yıl sonunda Lance Berkman'ı imzalayabilirsin?
main-forum	deft-forum	2014	0060	2.6	Thomas Kitabı neden kanonun dışında bırakıldı?	İsa kelimelerinin daha fazla eklenmesi neden kanonun dışında bırakılıyor?
main-forum	deft-forum	2014	0061	1.8	Yani, Ana Akım Medyasının sözüne inanıyor musun?	Yani, SpringHallConvert'ın sözüne inanıyor musun?
main-forum	deft-forum	2014	0062	2.4	Keşfetmek istiyoruz.	Taşınmamız gerekiyor.
main-forum	deft-forum	2014	0063	3.4	İsrail umursamıyor, kabul et.	İsrail'in başka hiç kimsenin düşündüğünü umursamaması.
main-forum	deft-forum	2014	0064	3.4	Hepimiz birçok harikayla dolu gemileriz.	Kiss'den Rock and Roll Yapmak İstiyorum Hepimiz birçok harikayla dolu gemileriz.
main-forum	deft-forum	2014	0065	3.6	Slutstamp! Ohio'dan sevgili bir arkadaşım bunu bana gönderdi.	Ohio'dan sevgili bir arkadaşım bunu bana gönderdi.
main-forum	deft-forum	2014	0066	1.6	Yine de, Titanik hikayesi, kanıtların incelenmesini sağlayan hikayedir.	Yeni çalışma, Titanik hikayesinin imo incelemesine dayanmadığını gösteriyor.
main-forum	deft-forum	2014	0067	3.2	Google reklam anlamından gerçekten para kazanabilir mi?	Google reklam mantığından kim para kazanıyor?
main-forum	deft-forum	2014	0068	4.6	Videonun bir gaz odası göstermediğini biliyorlar.	Sonuç olarak, video klibin bir gaz odası göstermemesidir.
main-forum	deft-forum	2014	0069	4.4	Sıcak, belki rekor.	Daha sıcak, neredeyse kesin bir rekor.
main-forum	deft-forum	2014	0070	2.2	"Parlak ama dağınık", "ilaçlarla tedavi et" olur.	"Fikir sahibi ve inatçı" ilaçlarla tedavi olur ".
main-forum	deft-forum	2014	0071	1.2	Sizin "hayat" tanımınız nedir?	Doğa tanımınız nedir?
main-forum	deft-forum	2014	0072	2.2	Bir çok şey olabilir.	Basit bir hata olabilir.
main-forum	deft-forum	2014	0073	3.8	Şantaj yok, rüşvet yok, para yok Oyu için para istiyor.	Şantaj yok, rüşvet yok, para yok Sadece E sınıfı suçlular.
main-forum	deft-forum	2014	0074	4	Dr. Neander'ın gözden geçirilmiş versiyonu.	Neander'ın gözden geçirilmiş versiyonu "?
main-forum	deft-forum	2014	0075	2.2	Ona nasıl hissettiğimi söylemeli miyim?	Sadece bekleyip nasıl gittiğini görmeli miyim?
main-forum	deft-forum	2014	0076	0.8	I. ATLANTİK GEREKSİNİMLER.	PASİFİK GEREKSİNİMLERİ.
main-forum	deft-forum	2014	0077	2.6	Pentagonda füze kalıntısı yok.	Pentagonda bir füze için tanığın yok.
main-forum	deft-forum	2014	0078	2.2	"Jane" yardımsever parti konuğundan parasını ödememi istememi istiyor.	Yardımsever parti misafirinden para istemenizi istediğine inanamıyorum!
main-forum	deft-forum	2014	0079	1.6	doğum kontrolü isteyen herhangi bir kadın alabilir.	Kürtaj yaptırmak isteyen her kadın alabilir.
main-forum	deft-forum	2014	0080	2.6	Büyümek yasal mı?	Evet, büyümek yasal.
main-forum	deft-forum	2014	0081	1.8	birine basmak ingilizce "yapmaz".	Birine basmak bir ton gönderir.
main-forum	deft-forum	2014	0082	2.8	Diziyle ilgili fikrim nedir?	Bu arada Firefly hakkında fikrim neydi?
main-forum	deft-forum	2014	0083	3.6	Hepimiz birçok harikayla dolu gemileriz.	Chuck Close Hepimiz birçok harikayla dolu gemileriz.
main-forum	deft-forum	2014	0084	2	Destekçileri var mı?	Kesinlikle destekçileri var.
main-forum	deft-forum	2014	0085	2.2	ama tamam, nihai egemenlik?	Böylece nihai egemenlik.
main-forum	deft-forum	2014	0086	4.8	bu bir cevap değil.	hayır, bu bir cevap değil.
main-forum	deft-forum	2014	0087	2.2	Naziler bir tabanca ruhsatının ömrünü yıllardan artırır.	Naziler, bir ateşli silah satın almak için asgari yaşı düşürdü.
main-forum	deft-forum	2014	0088	3.6	Ama bunu yardım almadan yapamayız.	Bunu sensiz yapamayız. "
main-forum	deft-forum	2014	0089	1.4	Sağlıklı hiçbir insanın kumara ihtiyacı yoktur.	Hiçbir sağlıklı insanın sekse ihtiyacı yoktur.
main-forum	deft-forum	2014	0090	2	Hukuki anlamda bir kişi olmadığını söyledim.	Bir kişi değilse, o zaman WTF değil mi?
main-forum	deft-forum	2014	0091	1.8	Obama'nın düzenleme reformu çağrısında bulunduğunu görüyor musunuz?	Obama'nın Kes, Sınır ve Denge talep ettiğini görüyor musunuz?
main-forum	deft-forum	2014	0092	3	"Cüce cinler yok" - tamam.	"Elfler yoktur" - güzel.
main-forum	deft-forum	2014	0093	2	Biraz Heine ve coors ışığı aldım, dün gece xanis başlattım.	dün gece xanis başlattım.
main-forum	deft-forum	2014	0094	4.2	İran aynı zamanda NPT ve UAEA'nın imzasıdır.	EK factoidine bayılmalıyım, "İran aynı zamanda NPT ve UAEA'nın imzası.
main-forum	deft-forum	2014	0095	2	"Gorgonlar yoktur" - güzel.	"Satirler yoktur" - güzel.
main-forum	deft-forum	2014	0096	3	Para almanın en iyi yolu lobiden kurtulmaktır, hepsini.	Baştan aşağı çevirmenin en iyi yolu, para çekmektir.
main-forum	deft-forum	2014	0097	3.4	Yıllarca "Neener Neener" haklarım var Genellikle oldukça iyi bir bakım görürüm.	Yıllarca "Neener Neener" haklarım var, bunlar uydurma.
main-forum	deft-forum	2014	0098	3.6	Dutchy Dutchy'den haber alan var mı?	@NickFun, Dutchy'den haber alan var mı?
main-forum	deft-forum	2014	0099	3.6	Emtia Genişletilmiş Değer-Biçimi,.	Temel Emtia-Sermaye Değer-Formu.
main-forum	deft-forum	2014	0100	1.4	Hristiyansın.	Bu nedenle Hristiyan değilsin.
main-forum	deft-forum	2014	0101	4	Ve bugünkü basit gerçek?	Tekrar ediyorum: Peki bugünkü basit gerçek?
main-forum	deft-forum	2014	0102	2	Ahlakın bununla kesinlikle hiçbir ilgisi yok!	ahlak ve dürüstlüğün bununla bir ilgisi var.
main-forum	deft-forum	2014	0103	1.8	"Oh, çok iyi birisin!	Sen çok kötü birisin! "
main-forum	deft-forum	2014	0104	3.6	Fern Bence bunun gibi hikayeler aptalca.	- wolf Bence bunun gibi hikayeler aptalca.
main-forum	deft-forum	2014	0105	3.4	GELECEK SAATLERDE SİKLON OLUŞUMU BEKLENMEZ.	TROPİKAL SİKLON OLUŞUMU BEKLENMİYOR.
main-forum	deft-forum	2014	0106	1.2	Bu kelime dizisinin ne anlama geldiğini anlamıyor musun?	'Led' kelimesinin ne anlama geldiğini anlamıyor musunuz?
main-forum	deft-forum	2014	0107	1.2	Din özgürlüğü yoktur.	İfade özgürlüğü yok.
main-forum	deft-forum	2014	0108	2.4	Orijinal Olarak SolInvictus tarafından gönderildi Tüm kutsal yazıların mesajlaşması tekliktir.	İlk Gönderen SolInvictus Ah.
main-forum	deft-forum	2014	0109	3	Ölümden ne kadar sonra çocuk okula dönmeli?	Yok edilmeden ne kadar sonra artık çocuğu rahatsız etmemeli?
main-forum	deft-forum	2014	0110	3.4	Bir erkek ve bir kadın farklıdır, evet.	Erkekler ve kadınlar farklı değil mi?
main-forum	deft-forum	2014	0111	2.2	Double Jeopardy, aslında bir jüri hükümsüz kılmaya zorlar.	Yasallık söz konusu olduğunda, jüri iptalini kullanabilirim.
main-forum	deft-forum	2014	0112	1	Kolaylaştırıcı: Bana akıllı çocuğu gösterin.	Kolaylaştırıcı: Peki o neden aptal çocuk?
main-forum	deft-forum	2014	0113	3.2	dini kurgu Bu gereksiz ve tekrarlayıcı değil mi?	Bu gereksiz ve tekrarlayan değil mi?
main-forum	deft-forum	2014	0114	0	Originally Posted by anabelle Bunun nesi var?	Başlangıçta Viyana tarafından Ne 'demek' için yazılmıştır?
main-forum	deft-forum	2014	0115	1.6	Cracklin 'Rosie, Neil Diamond Bizler birçok harikayla dolu gemileriz.	Bobby Helm'den Jingle Bell Rock Hepimiz birçok harikayla dolu gemileriz.
main-forum	deft-forum	2014	0116	1.6	Bazı insanlar bu kurumları yöneten kişilere tamamen güveniyor.	Başkalarının bu kurumları yöneten kişilere hiç güvenleri yok.
main-forum	deft-forum	2014	0117	2.2	gevşek değişim bir kurgu işi olarak başladı.	Bir kurgu işi olarak bitti.
main-forum	deft-forum	2014	0118	3	Bir hayat olmasaydı, o zaman doğamazdı.	Hayatta olmasaydı, kendi başına düşük yapardı.
main-forum	deft-forum	2014	0119	2.4	GL, Terral Bu kesinlikle harika.	Merhaba Ollie: Bu kesinlikle harika.
main-forum	deft-forum	2014	0120	3.77777777777778	% beyaz ve% siyahımız olduğunu varsayalım.	% Beyaz ve% siyah olan bir yer hayal edin.
main-forum	deft-forum	2014	0121	2.11111111111111	İfade özgürlüğünün sonuçları vardır!	İfade özgürlüğünün sonuçları varsa, o zaman özgür değildir.
main-forum	deft-forum	2014	0122	1	"Periler yok" - güzel.	"Cüce cinler yok" - tamam.
main-forum	deft-forum	2014	0123	3.2	Eğer öyleyse, bunun neden doğru olmadığını belirtin.	Lütfen, bunlar doğru değil.
main-forum	deft-forum	2014	0124	2.8	-Ondan bahsetmiyorum 've' Hiçbir şey yapmıyorum.	bunun hakkında konuşmaktan ve hiçbir şey yapmamaktan bile daha kötü.
main-forum	deft-forum	2014	0125	1.4	"Nükleer silahlara karşı olmak", "nükleer silah kullanmak istememek" anlamına gelmez.	"Nükleer saldırıya karşı olmak", "nükleer silah kullanmak istememek" anlamına gelir.
main-forum	deft-forum	2014	0126	1.4	Yeğenim siyah bir adamla evli.	Büyük yeğenim yarı siyahtır.
main-forum	deft-forum	2014	0127	1	İngiltere nüfusu milyonun biraz üzerindedir.	Japon nüfusu yaklaşık bir milyondur.
main-forum	deft-forum	2014	0128	3.4	Şerifi Vurdum Hepimiz birçok harikayla dolu gemileriz.	Hepimiz birçok harikayla dolu gemileriz.
main-forum	deft-forum	2014	0129	2	Umarım bu bir şey değildir.	Umarım herşey yolundadır!
